# CKAL ROKET TAKIMI (Data loaded from a file)
# 2437 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
179.704,1560.859,2530.859,-5.107,8.55,-0.017,0.493,-3.782,950.53,950.538,359.76,6.857,0.493,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,119.705,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6,180.023,-1.451,744,9.54e-4,330.42,0.015,4.355e5,12,110,0.262,0.278,0.001
179.966,1559.522,2529.522,-5.111,8.45,0.018,0.753,-3.782,952.307,952.314,359.76,6.728,0.753,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,120.333,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.336,180.023,-1.442,744.1,9.54e-4,330.425,0.016,4.366e5,12,110,0.261,0.278,0.001
180.227,1558.188,2528.188,-5.107,8.291,0.248,2.412,-3.781,954.039,954.047,359.76,6.532,2.4,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,126.25,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.311,180.023,-1.433,744.2,9.54e-4,330.43,0.016,4.473e5,12,110,0.261,0.278,0.001
180.488,1556.861,2526.861,-5.042,7.764,-0.227,0.961,-3.781,955.665,955.673,359.76,5.904,0.934,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,117.546,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.412,180.023,-1.425,744.4,9.54e-4,330.436,0.015,4.316e5,12,110,0.265,0.278,0.001
180.753,1555.518,2525.518,-5.102,7.618,0.039,1.272,-3.781,957.196,957.203,359.76,5.657,1.272,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,121.238,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.997,180.023,-1.416,744.5,9.54e-4,330.441,0.016,4.383e5,12,110,0.262,0.278,0.001
181.015,1554.184,2524.184,-5.092,7.367,0.266,2.721,-3.781,958.632,958.64,359.76,5.324,2.708,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,127.396,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.695,180.023,-1.407,744.6,9.55e-4,330.446,0.016,4.493e5,12,110,0.262,0.278,0.001
181.277,1552.859,2522.859,-5.022,7.851,-0.245,1.398,-3.781,960.121,960.128,359.76,6.034,1.376,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,117.975,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.758,180.023,-1.399,744.7,9.55e-4,330.451,0.015,4.324e5,12,110,0.266,0.278,0.001
181.543,1551.515,2521.515,-5.087,8.175,-0.085,0.445,-3.781,961.773,961.78,359.76,6.4,0.437,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,118.845,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.629,180.023,-1.39,744.9,9.55e-4,330.457,0.015,4.34e5,12,110,0.262,0.278,0.001
181.805,1550.178,2520.178,-5.11,8.279,0.005,0.505,-3.781,963.467,963.474,359.76,6.514,0.505,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,119.98,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.251,180.023,-1.381,745,9.55e-4,330.462,0.015,4.361e5,12,110,0.261,0.278,0.001
182.066,1548.844,2518.844,-5.108,8.175,0.012,0.68,-3.78,965.151,965.158,359.76,6.383,0.68,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,120.197,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.737,180.023,-1.372,745.1,9.55e-4,330.467,0.015,4.365e5,12,110,0.261,0.279,0.001
182.327,1547.51,2517.51,-5.105,8.313,-0.021,0.147,-3.78,966.84,966.848,359.76,6.56,0.146,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,119.52,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.636,180.023,-1.364,745.2,9.55e-4,330.472,0.015,4.353e5,12,110,0.261,0.279,0.001
182.588,1546.176,2516.176,-5.111,8.346,0.05,0.993,-3.78,968.559,968.567,359.76,6.598,0.992,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,120.984,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.113,180.023,-1.355,745.3,9.55e-4,330.478,0.016,4.38e5,12,110,0.261,0.279,0.001
182.849,1544.844,2514.844,-5.098,8.544,0.107,1.78,-3.78,970.315,970.322,359.76,6.857,1.777,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,123.013,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.772,180.023,-1.346,745.5,9.55e-4,330.483,0.016,4.417e5,12,110,0.262,0.279,0.001
183.111,1543.514,2513.514,-5.07,8.906,-0.152,0.268,-3.78,972.169,972.177,359.76,7.322,0.221,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,117.942,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.206,180.023,-1.338,745.6,9.56e-4,330.488,0.015,4.325e5,12,110,0.263,0.279,0.001
183.374,1542.176,2512.176,-5.11,8.881,0.089,1.342,-3.78,974.087,974.095,359.76,7.264,1.34,38.409,34,NaN,NaN,NaN,NaN,63.656,183.346,1.223e4,2000,2.014,0.023,9.793,0,78.6,-6.549,0,0,121.958,848.75,0,848.75,0,848.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.571,180.023,-1.329,745.7,9.56e-4,330.493,0.016,4.398e5,12,110,0.261,0.279,0.001
